Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
250286;Instituto Casa Astral;Casa Astral;Não Informado;24/09/2023 20:54;12/07/2024 11:25;ponto;Coletivo;Não Informado;PE;Recife;cultura e direitos humanos, cultura, comunicação e mídia livre, economia criativa e solidária, conhecimentos tradicionais;lgbt, idosos, crianças e adolescentes, mulheres, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes;tradição oral, gastronomia, cultura digital, audiovisual, culturas populares, artesanato, cultural, produção, música;produção cultural, patrimônio imaterial, cultura negra, audiovisual, artesanato, gestão cultural, economia criativa, mídias sociais, música, gastronomia, cultura popular, antropologia, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
249966;Cineclube Cidadania;Cineclube Cidadania;Não Informado;23/09/2023 14:37;28/09/2023 21:29;ponto;Coletivo;Não Informado;PE;Jaboatão dos Guararapes;memória e patrimônio cultural, cultura e juventude, cultura e meio ambiente, cultura e direitos humanos, cultura e educação, agente cultura viva, cultura e saúde, livro, leitura e literatura, economia criativa e solidária, conhecimentos tradicionais;população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, povos e comunidades tradicionais de matriz africana, grupos assentados de reforma agrária, populações em áreas de vulnerabilidade social, quilombolas, juventude, pescadores, mulheres, lgbt, estudantes, idosos, grupos artísticos e culturais independentes, afro-brasileiros;juventude, culturas indígenas, cultura afro, fotografia, comunicação direitos humanos, cultura digital, meio ambiente, literatura, música, turismo, gênero, audiovisual, cultural, produção;televisão, design, gestão cultural, pesquisa, turismo, produção cultural, patrimônio imaterial, economia criativa, jornalismo, meio ambiente, educação, comunicação, audiovisual, cultura popular, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
249770;Ilê Asé Anegidéuá Barage;Ilê Asé Anegidéuá Barage;Não Informado;22/09/2023 19:43;27/06/2024 09:25;ponto;Coletivo;Não Informado;PE;Recife;livro, leitura e literatura, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, estudantes, público em geral, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, população de baixa renda, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;contador de histórias, gastronomia, tradição oral, culturas populares, cultura alimentar, artesanato, cultura afro, capacitação;produção cultural, cultura negra, dança, livro, gastronomia, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
249568;AMAST;Plant´art;Não Informado;22/09/2023 10:23;03/10/2023 07:48;ponto;Coletivo;Não Informado;PE;Serra Talhada;intercâmbio e residências artístico-culturais, conhecimentos tradicionais, cultura e direitos humanos, agente cultura viva, economia criativa e solidária;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, crianças e adolescentes, mulheres, populações em áreas de vulnerabilidade social, população de baixa renda, pessoas com deficiência, indígenas, lgbt, grupos artísticos e culturais independentes, afro-brasileiros, idosos, imigrantes, estudantes;tradição oral, moda, juventude, gastronomia, comunicação direitos humanos, contador de histórias, meio ambiente, culturas populares, cultura alimentar, artesanato, cultural, turismo, música, literatura, cultura afro, capacitação, produção;turismo, meio ambiente, patrimônio imaterial, produção cultural, design, cultura negra, arte de rua, artesanato, economia criativa, gestão cultural, música, literatura, gastronomia, cultura popular, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
248165;ASSOCIACÃO CULTURAL RAÍZES DO SERTÃO;ASSOCIACAO CULTURAL RAIZES DO SERTAO;Associação Cultural Raízes do Sertão vem desenvolvendo há mais de 10 anos ações de formações artísticas no bairro da sucupira e bairros vizinhos,Desde 2013, a Associação Cultural Raízes do Sertão presta serviços na comunidade dos canos periferia da cidade de Arcoverde no Sertão Pernambucano, formalizada juridicamente em 2019, A Associação e formada por três grupos culturais Maracatu Raízes do sert;18/09/2023 16:13;29/01/2024 15:10;ponto;Coletivo;Não Informado;PE;Arcoverde;;;;produção cultural, música, artesanato, artes visuais, cinema, cultura popular, literatura, livro, leitura, fotografia, educação, cultura negra, audiovisual, comunicação, cultura lgbt, dança;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
248050;Kombi Cultural e Digital;Não Informado;interagir com as comunidades de forma igualitária, provocando uma interação com os alunos que respeite a sua forma de vida, cultura, forma de organização social.;18/09/2023 12:41;29/06/2024 22:51;ponto;Individual;Não Informado;PE;Olinda;cultura e juventude, memória e patrimônio cultural, cultura digital, cultura, comunicação e mídia livre, conhecimentos tradicionais;pessoas com deficiência, idosos, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, população de rua, juventude, estudantes, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, populações em áreas de vulnerabilidade social, populações de regiões fronteiriças, lgbt, afro-brasileiros;juventude, comunicação direitos humanos, cultura digital, audiovisual, software livre, culturas populares, cultural, música, produção;produção cultural, patrimônio imaterial, audiovisual, comunicação, cultura negra, novas mídias, arte de rua, cultura digital, rádio, música, mídias sociais, cultura popular, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
248028;Poesias de Luta;ADRIANA;o poesias de luta nasceu da necessidade de fazer o grito do povo ecoar. soberania popular arte marginal periferia plural;18/09/2023 11:48;30/09/2024 14:34;ponto;Coletivo;Não Informado;PE;Salgueiro;;;;história, cultura cigana, produção cultural, patrimônio imaterial, fotografia, educação, cultura negra, comunicação, audiovisual, música, cultura indígena, cultura popular, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
247582;CENTRO DE CAPOEIRA SAO SALOMAO;CENTRO DE CAPOEIRA SAO SALOMAO;Não Informado;16/09/2023 16:54;09/10/2024 10:34;ponto;Coletivo;Não Informado;PE;Recife;agente cultura viva, cultura, infância e adolescência, cultura e direitos humanos, cultura e juventude, cultura e educação, conhecimentos tradicionais, intercâmbio e residências artístico-culturais, memória e patrimônio cultural;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, estudantes, populações em áreas de vulnerabilidade social, crianças e adolescentes, mulheres, população de baixa renda, pessoas com deficiência, grupos artísticos e culturais independentes, lgbt, afro-brasileiros;juventude, contador de histórias, cultural, gênero, culturas populares, esporte, cultura afro, tradição oral, música, capoeira;produção cultural, museu, pesquisa, arte de rua, esporte, saúde, artesanato, gestão cultural, história, educação, cultura negra, patrimônio imaterial, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
247372;Grupo de Pesquisas e Ações em Frevo Guerreiros do Passo;Lucélia Albuquerque;Não Informado;15/09/2023 18:03;02/07/2024 09:01;ponto;Coletivo;Não Informado;PE;Recife;cultura e educação, memória e patrimônio cultural, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, grupos artísticos e culturais independentes, afro-brasileiros;frevo patrimônio imaterial, culturas populares, cultural;educação, patrimônio imaterial, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
246952;SOBAC;SOBAC;Não Informado;14/09/2023 15:53;25/09/2023 13:12;ponto;Coletivo;Não Informado;PE;Cabo de Santo Agostinho;agente cultura viva, livro, leitura e literatura, conhecimentos tradicionais, economia criativa e solidária, cultura e educação, memória e patrimônio cultural;grupos artísticos e culturais independentes, povos e comunidades tradicionais de matriz africana, pessoas com deficiência, lgbt, juventude, população de baixa renda, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, crianças e adolescentes, mulheres, idosos, estudantes, público em geral, populações em áreas de vulnerabilidade social;comunicação direitos humanos, tradição oral, contador de histórias, artes cênicas, fotografia, artesanato, turismo, esporte, capacitação, artes visuais, produção, audiovisual, culturas populares, cultural, literatura;pesquisa, turismo, história, fotografia, design, comunicação, livro, economia criativa, dança, artesanato, teatro, música, literatura, produção cultural, patrimônio imaterial, museu, audiovisual, gestão cultural, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
246665;CORES-MOV DE DEFESA DA CIDADANIA E DO ORGULHO LGBT+;CORES-MOV DE DEFESA DA CIDADANIA E DO ORGULHO LGBT+;Não Informado;13/09/2023 18:08;26/06/2024 16:19;ponto;Coletivo;Não Informado;PE;Petrolina;livro, leitura e literatura, cultura e direitos humanos, cultura e juventude, cultura e educação, cultura, infância e adolescência, economia criativa e solidária;público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, pessoas ou grupos vítimas de violência, população de baixa renda, população em regime prisional, pessoas com deficiência, afro-brasileiros, indígenas, lgbt, grupos artísticos e culturais independentes;juventude, moda, comunicação direitos humanos, audiovisual, artes cênicas, fotografia, cultural, música, gênero, artes visuais, produção;fotografia, leitura, produção cultural, gestão cultural, economia criativa, dança, cultura lgbt, música, teatro, mídias sociais, artes visuais, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
246479;CENTRO ESPÍRITA ZÉ PELINTRA;CENTRO ESPÍRITA ZÉ PELINTRA;Não Informado;13/09/2023 07:58;09/07/2024 16:45;ponto;Coletivo;Não Informado;PE;Petrolina;cultura e juventude, cultura e educação, livro, leitura e literatura, intercâmbio e residências artístico-culturais, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;culturas populares, capoeira, cultural, música, cultura afro;produção cultural, patrimônio imaterial, leitura, cultura negra, dança, arte de rua, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
245850;CABOCLINHO CANIDE;CABOCLINHO CANIDE;Não Informado;10/09/2023 23:02;23/09/2023 00:18;ponto;Coletivo;Não Informado;PE;Goiana;cultura e juventude, intercâmbio e residências artístico-culturais, memória e patrimônio cultural, cultura, infância e adolescência, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;juventude, fotografia, culturas populares, artesanato, cultural, música, culturas indígenas, cultura afro, produção;produção cultural, patrimônio imaterial, cultura negra, economia criativa, dança, música, cultura popular, cultura indígena;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
